node,delay,bandwidth
A,0.007654905319213867,8360.652069642134
B,0.010022878646850586,6385.39108922667
C,0.009989500045776367,6406.727034058092
C,0.00940084457397461,6807.898960182602
C,0.0024449825286865234,26176.05616772306
C,0.0018508434295654297,34578.82983382713
B,0.006086826324462891,10514.510614962788
B,0.0019192695617675781,33346.01937888199
C,0.001739501953125,36792.14035087719
A,0.004164695739746094,15367.269063430273
B,0.0091705322265625,6978.875207986689
C,0.0078122615814208984,8192.250007629627
C,0.005643367767333984,11340.745923109422
B,0.006579875946044922,9726.627146894703
C,0.0065686702728271484,9743.220064607456
C,0.007035970687866211,9096.11521127715
C,0.009608983993530273,6660.43361536362
B,0.001436471939086914,44553.60265560166
B,0.009029150009155273,7088.1533627313775
C,0.002118825912475586,30205.40744908293
B,0.009048223495483398,7073.211667676741
C,0.00657200813293457,9738.271576274261
B,0.0032122135162353516,19923.95576337861
C,0.006609439849853516,9683.120121203376
C,0.014690876007080078,4356.445454250382
C,0.005486249923706055,11665.527617226544
B,0.002669095993041992,23978.15596248325
B,0.0052716732025146484,12140.358011849306
A,0.004311323165893555,14844.63064756954
C,0.002321004867553711,27574.26358500257
C,0.0011568069458007812,55324.702390766695
C,0.0035533905029296875,18010.967257112185
A,0.0089111328125,7182.027397260274
B,0.007879972457885742,8121.855798614263
C,0.017467975616455078,3663.847569131657
A,0.00693821907043457,9224.26913164496
C,0.005166053771972656,12388.56636514676
B,0.004214048385620117,15187.29595473833
B,0.002680063247680664,23880.03344898141
C,0.00656437873840332,9749.589801329314
C,0.002833127975463867,22589.872591096526
C,0.002978801727294922,21485.14935168881
A,0.004934549331665039,12969.776102816833
C,0.0064465999603271484,9927.713894744627
B,0.009001493453979492,7109.9312938683615
A,0.004160165786743164,15384.00229239498
C,0.006401777267456055,9997.223790547838
C,0.004252910614013672,15048.51754681018
C,0.006508350372314453,9833.520990548757
C,0.001984119415283203,32256.123047344387
C,0.0025730133056640625,24873.559673832468
B,0.0022363662719726562,28617.852452025585
C,0.007901668548583984,8099.555126425684
C,0.002002716064453125,31956.601904761905
C,0.0033767223358154297,18953.290687001343
A,0.0051708221435546875,12377.142014016968
C,0.0029175281524658203,21936.37787039307
A,0.008043050765991211,7957.179665036312
B,0.004008769989013672,15964.996788390627
B,0.0019290447235107422,33177.04313434681
C,0.00211334228515625,30283.783393501806
A,0.002026796340942383,31576.926949770615
B,0.0016520023345947266,38740.86534853514
C,0.0027108192443847656,23609.099032541777
A,0.003279447555541992,19515.48207924391
B,0.0026111602783203125,24510.17677136596
C,0.007158517837524414,8940.39820149875
A,0.0018286705017089844,34998.1037809648
B,0.010526895523071289,6079.665164314995
B,0.007849693298339844,8153.184789211517
C,0.00464940071105957,13765.214912055792
C,0.002096891403198242,30521.37077885162
C,0.0018069744110107422,35418.32115054756
C,0.04107666015625,1558.0624071322436
C,0.002399444580078125,26672.83942766296
B,0.0020704269409179688,30911.498848456933
B,0.002329587936401367,27472.669736976768
C,0.0019698143005371094,32490.37230694747
C,0.002418041229248047,26467.70420035496
C,0.0023136138916015625,27662.351195383348
B,0.002206563949584961,29004.37125877904
B,0.034448862075805664,1857.8262428281737
C,0.0018668174743652344,34282.94457215837
B,0.0023810863494873047,26878.487633924102
A,0.0024454593658447266,26170.95213025251
C,0.002137422561645508,29942.605242610152
C,0.007592916488647461,8428.908719816623
B,0.007738828659057617,8269.985396962322
C,0.0037407875061035156,17108.69700446144
C,0.004999876022338867,12800.31739068237
C,0.005678415298461914,11270.750136457153
B,0.007738828659057617,8269.985396962322
C,0.00765228271484375,8363.517447657028
B,0.007838726043701172,8164.592006813066
B,0.003099679946899414,20647.292977463272
C,0.0028531551361083984,22431.30742876243
C,0.0022077560424804688,28988.710151187905
C,0.007216215133666992,8868.91518815872
B,0.002671957015991211,23952.48112786651
C,0.003298044204711914,19405.440323863226
C,0.004904985427856445,13047.949059446848
C,0.002512693405151367,25470.676155232944
C,0.0017979145050048828,35596.798302612384
C,0.002458810806274414,26028.842819742073
C,0.004415750503540039,14493.572485286972
C,0.0043909549713134766,14575.4170603247
C,0.0027244091033935547,23491.332458213004
C,0.0028285980224609375,22626.049898853675
B,0.007841110229492188,8162.109462417903
C,0.008755922317504883,7309.338488767869
C,0.002117156982421875,30229.21801801802
C,0.0026040077209472656,24577.500091558322
A,0.004728555679321289,13534.788282156003
B,0.007699728012084961,8311.981916705372
C,0.0064089298248291016,9986.066589784607
C,0.0053517818450927734,11958.633937719962
B,0.0032379627227783203,19765.51476327222
A,0.008064985275268555,7935.53835693381
B,0.0071527957916259766,8947.550281657279
C,0.003556966781616211,17992.858502580602
C,0.002720355987548828,23526.33269062226
C,0.002260446548461914,28312.989769011707
C,0.0030274391174316406,21139.9792093243
C,0.007784128189086914,8221.858433642685
C,0.0039632320404052734,16148.436263009084
A,0.002651691436767578,24135.5382125517
C,0.007868289947509766,8133.914793042846
C,0.0019559860229492188,32720.070209653826
C,0.002240896224975586,28560.001702308757
B,0.0022842884063720703,28017.477925060015
C,0.005540370941162109,11551.573113004562
C,0.002307891845703125,27730.935537190082
B,0.0025103092193603516,25494.867128882135
C,0.001249074935913086,51237.91868677228
C,0.002279043197631836,28081.960037660843
B,0.0039653778076171875,16139.697931697932
C,0.002581357955932617,24793.15193497737
C,0.0024840831756591797,25764.032632690276
C,0.008359193801879883,7656.2407233108015
C,0.0026776790618896484,23901.296055560502
C,0.0038480758666992188,16631.688723667907
C,0.0032701492309570312,19570.972295129777
C,0.00406193733215332,15756.028408757411
C,0.006561279296875,9754.19534883721
C,0.003595113754272461,17801.940181709662
C,0.007336139678955078,8723.934221644458
C,0.013070106506347656,4896.6701203940165
C,0.0025861263275146484,24747.43763252512
B,0.0022344589233398438,28642.28083653436
C,0.002655506134033203,24100.86694200036
B,0.004324436187744141,14799.617157349212
B,0.0020308494567871094,31513.90655083353
C,0.008483409881591797,7544.136248665055
C,0.004778861999511719,13392.309718619039
B,0.0029392242431640625,21774.452952628162
B,0.003238677978515625,19761.149587750293
A,0.0024840831756591797,25764.032632690276
C,0.010421276092529297,6141.282452528026
C,0.0077707767486572266,8235.984904734145
C,0.006117582321166992,10461.64916793328
C,0.007415294647216797,8630.810108674683
A,0.0012319087982177734,51951.89781304432
B,0.0030312538146972656,21113.37549158408
B,0.0034303665161132812,18656.898526549903
B,0.0018699169158935547,34226.11959709295
B,0.0030188560485839844,21200.083399147054
B,0.008811235427856445,7263.453635305896
A,0.004114866256713867,15553.360913146764
B,0.001102447509765625,58052.65051903114
B,0.0013778209686279297,46450.15677452846
B,0.008185148239135742,7819.039818240075
B,0.00840306282043457,7616.270563200454
B,0.008725643157958984,7334.7028799387945
B,0.0012357234954833984,51791.52151263747
B,0.0010793209075927734,59296.54428981666
B,0.0034008026123046875,18819.08693213685
B,0.007787466049194336,8218.334384471726
A,0.0014336109161376953,44642.5172127058
B,0.0027420520782470703,23340.183984001393
A,0.0016417503356933594,38982.78478071449
B,0.0031104087829589844,20576.073585773418
B,0.002307891845703125,27730.935537190082
A,0.008992671966552734,7116.905880481468
B,0.008984088897705078,7123.7051111936735
B,0.005950927734375,10754.625641025641
B,0.00914764404296875,6996.336947456213
B,0.0027441978454589844,23321.933622936576
B,0.00918722152709961,6966.197539834951
B,0.009329080581665039,6860.268752076465
B,0.008313417434692383,7698.398462817976
B,0.008494377136230469,7534.395868418098
B,0.009068965911865234,7057.033913454966
B,0.005341053009033203,11982.655834300509
B,0.00903773307800293,7081.421795446751
B,0.006543636322021484,9780.494644028273
A,0.009970426559448242,6418.983141634186
B,0.006596088409423828,9702.720161931613
B,0.006924867630004883,9242.05391633672
B,0.0042841434478759766,14938.808837442262
B,0.002199888229370117,29092.387124742603
B,0.004469394683837891,14319.612504000854
A,0.007691383361816406,8320.99987600744
B,0.002020120620727539,31681.276525433732
B,0.006880521774291992,9301.62015315846
A,0.002723217010498047,23501.615829101735
B,0.006354331970214844,10071.869128020411
B,0.00429534912109375,14899.836589698047
A,0.002382516860961914,26862.34924447113
A,0.002084493637084961,30702.90014869038
B,0.001969575881958008,32494.305289916476
B,0.0019648075103759766,32573.165392549447
B,0.0066089630126953125,9683.818759018759
B,0.0019075870513916016,33550.23822022247
B,0.0021636486053466797,29579.664573002756
B,0.00584864616394043,10942.703354938649
A,0.001985311508178711,32236.75465353669
B,0.006345033645629883,10086.628940743245
B,0.0019207000732421875,33321.183714001985
A,0.002674102783203125,23933.261055634808
B,0.00206756591796875,30954.273062730626
A,0.0024814605712890625,25791.262106072252
A,0.003007650375366211,21279.06904478795
B,0.0025093555450439453,25504.556389548692
B,0.003124237060546875,20485.00122100122
A,0.002923250198364258,21893.439034336516
A,0.007862091064453125,8140.327996118389
B,0.007064104080200195,9059.889162644706
