msg_id,first_node_process_time,last_node_process_time
2 1,0.06032538414001465, 0.06702494621276855
3 1,0.06754899024963379, 0.07057380676269531
2 2,0.06989693641662598, 0.07050919532775879
1 1,0.05570650100708008, 0.05666804313659668
1 2,0.055817604064941406, 0.05715322494506836
1 3,0.055877685546875, 0.057178497314453125
2 3,0.003646373748779297, 0.005255699157714844
2 4,0.010944604873657227, 0.014414548873901367
3 2,0.011648416519165039, 0.01649951934814453
2 5,0.011635780334472656, 0.020902156829833984
1 4,0.017990589141845703, 0.019385576248168945
1 5,0.01036524772644043, 0.012863397598266602
1 6,0.008803844451904297, 0.010584831237792969
3 3,0.01231527328491211, 0.015427589416503906
2 6,0.010639667510986328, 0.01404118537902832
2 7,0.011630535125732422, 0.015665054321289062
3 4,0.0033979415893554688, 0.004952430725097656
3 5,0.011066436767578125, 0.014798879623413086
2 8,0.004892587661743164, 0.005686521530151367
2 9,0.012233495712280273, 0.01532435417175293
1 7,0.010378360748291016, 0.012969493865966797
1 8,0.013648509979248047, 0.015382051467895508
1 9,0.0040476322174072266, 0.005156040191650391
1 10,0.008939504623413086, 0.012579202651977539
3 6,0.0038192272186279297, 0.00530695915222168
3 7,0.0034329891204833984, 0.00521540641784668
1 11,0.00592350959777832, 0.007353067398071289
2 10,0.012340784072875977, 0.01481318473815918
3 8,0.0032100677490234375, 0.004164695739746094
2 11,0.010075807571411133, 0.013369321823120117
1 12,0.002867460250854492, 0.004649162292480469
3 9,0.010845184326171875, 0.016057968139648438
2 12,0.01361536979675293, 0.01692962646484375
1 13,0.011084556579589844, 0.014995574951171875
2 13,0.011081695556640625, 0.015236616134643555
1 14,0.00986933708190918, 0.012475728988647461
3 10,0.00893545150756836, 0.012001752853393555
1 15,0.007405519485473633, 0.009109020233154297
2 14,0.013082504272460938, 0.014261484146118164
2 15,0.017902612686157227, 0.018800020217895508
2 16,0.004187107086181641, 0.00648188591003418
3 11,0.011562585830688477, 0.014036178588867188
1 16,0.012716054916381836, 0.01449131965637207
1 17,0.005953550338745117, 0.007773876190185547
2 17,0.009417533874511719, 0.011871099472045898
1 18,0.011800765991210938, 0.014163732528686523
3 12,0.012530088424682617, 0.015229225158691406
1 19,0.010074377059936523, 0.01325535774230957
1 20,0.010034799575805664, 0.013351917266845703
2 18,0.011336803436279297, 0.013690710067749023
2 19,0.005249500274658203, 0.007832527160644531
3 13,0.002687215805053711, 0.004014253616333008
2 20,0.01386713981628418, 0.018157005310058594
2 21,0.0075016021728515625, 0.008649110794067383
2 22,0.005760669708251953, 0.008348941802978516
2 23,0.002765655517578125, 0.0035343170166015625
1 21,0.012802600860595703, 0.014745473861694336
3 14,0.010147809982299805, 0.012727022171020508
2 24,0.011604070663452148, 0.014767885208129883
1 22,0.007359027862548828, 0.009827613830566406
1 23,0.00506138801574707, 0.0066394805908203125
1 24,0.012420177459716797, 0.014925241470336914
1 25,0.01065826416015625, 0.01609325408935547
1 26,0.012815237045288086, 0.015872478485107422
3 15,0.009257078170776367, 0.01168966293334961
1 27,0.007699251174926758, 0.009853124618530273
3 16,0.0029840469360351562, 0.004091501235961914
2 25,0.006157875061035156, 0.008255481719970703
3 17,0.003202199935913086, 0.004667758941650391
2 26,0.00971221923828125, 0.01242828369140625
3 18,0.007706165313720703, 0.009978294372558594
2 27,0.010120391845703125, 0.013320207595825195
1 28,0.0114288330078125, 0.012651443481445312
1 29,0.005430698394775391, 0.007341623306274414
3 19,0.014334678649902344, 0.01657557487487793
3 20,0.006678342819213867, 0.009374856948852539
2 28,0.013246297836303711, 0.023125886917114258
3 21,0.019543886184692383, 0.02130270004272461
2 29,0.003458738327026367, 0.004927873611450195
1 30,0.009214401245117188, 0.011737585067749023
2 30,0.011932373046875, 0.014780998229980469
2 31,0.011633157730102539, 0.013976573944091797
1 31,0.012968778610229492, 0.015040397644042969
3 22,0.011462688446044922, 0.014644384384155273
3 23,0.01125192642211914, 0.015394210815429688
2 32,0.006409645080566406, 0.008156538009643555
1 32,0.0067059993743896484, 0.009020090103149414
3 24,0.006000995635986328, 0.007500648498535156
2 33,0.013189315795898438, 0.01532745361328125
1 33,0.004255056381225586, 0.0063402652740478516
3 25,0.012497663497924805, 0.015989065170288086
3 26,0.005388021469116211, 0.006976604461669922
2 34,0.009821176528930664, 0.01275777816772461
2 35,0.012604475021362305, 0.014978885650634766
3 27,0.01243448257446289, 0.015287637710571289
1 34,0.009746789932250977, 0.012834310531616211
2 36,0.0036153793334960938, 0.004827976226806641
3 28,0.0030059814453125, 0.0039043426513671875
2 37,0.011104345321655273, 0.013831615447998047
3 29,0.010345697402954102, 0.011339187622070312
3 30,0.012288331985473633, 0.015387535095214844
3 31,0.01140284538269043, 0.013993263244628906
3 32,0.012570858001708984, 0.01499319076538086
2 38,0.01271963119506836, 0.015250682830810547
3 33,0.004097461700439453, 0.0055234432220458984
2 39,0.0128936767578125, 0.014462947845458984
1 35,0.005274772644042969, 0.007673978805541992
1 36,0.009073019027709961, 0.014961957931518555
2 40,0.007772684097290039, 0.008571147918701172
3 34,0.0036878585815429688, 0.005238771438598633
1 37,0.010967016220092773, 0.01301121711730957
2 41,0.005677700042724609, 0.0075054168701171875
3 35,0.011234760284423828, 0.01642775535583496
3 36,0.009872198104858398, 0.013252496719360352
1 38,0.011596918106079102, 0.014762163162231445
1 39,0.006730318069458008, 0.010022163391113281
3 37,0.011273384094238281, 0.01368093490600586
3 38,0.012044191360473633, 0.013213157653808594
2 42,0.006067752838134766, 0.008272886276245117
2 43,0.013373613357543945, 0.016501665115356445
1 40,0.003977298736572266, 0.005014181137084961
1 41,0.012724637985229492, 0.022969722747802734
2 44,0.014050960540771484, 0.014704704284667969
3 39,0.014613628387451172, 0.01672530174255371
3 40,0.013293266296386719, 0.016653776168823242
3 41,0.013744354248046875, 0.016277074813842773
3 42,0.003967761993408203, 0.005139589309692383
1 42,0.0037887096405029297, 0.0041201114654541016
2 45,0.011616706848144531, 0.014312982559204102
2 46,0.013385295867919922, 0.01417231559753418
3 43,0.01065969467163086, 0.013442516326904297
1 43,0.003100156784057617, 0.00542449951171875
3 44,0.010939598083496094, 0.013982057571411133
1 44,0.011470556259155273, 0.014673233032226562
2 47,0.006304740905761719, 0.008321523666381836
1 45,0.01128077507019043, 0.015779495239257812
3 45,0.012119531631469727, 0.016688108444213867
3 46,0.013925552368164062, 0.015693187713623047
2 48,0.012801885604858398, 0.01641845703125
2 49,0.013750314712524414, 0.017536640167236328
2 50,0.009536504745483398, 0.01270914077758789
1 46,0.011222600936889648, 0.013593673706054688
3 47,0.002732515335083008, 0.00384521484375
3 48,0.00962376594543457, 0.012674808502197266
3 49,0.0023441314697265625, 0.003346681594848633
1 47,0.006476163864135742, 0.009007692337036133
