data, bandwidth
ask|2 1|DEPOSIT k 7|1|2|1681478715.5693793|                                                                                     ,860370.0512820513
ask|2 2|DEPOSIT p 29|2|2|1681478715.569895|                                                                                     ,428126.7240829346
feedback|3 1|1|2|2|1681478715.570197|                                                                                           ,255045.56389548694
ask|3 1|DEPOSIT j 90|1|2|1681478715.5702813|                                                                                    ,149880.2099385818
ask|2 1|DEPOSIT k 7|1|2|1681478715.5693793|                                                                                     ,8737.99111342589
feedback|2 1|1|3|2|1681478715.5706959|                                                                                          ,3498.5332082160357
feedback|1 1|2|2|2|1681478715.5853088|                                                                                          ,5562.795038907482
ask|2 2|DEPOSIT p 29|2|2|1681478715.569895|                                                                                     ,3251.2212391524204
ask|1 1|DEPOSIT f 55|1|2|1681478715.5853672|                                                                                    ,5041.798880582998
feedback|3 1|1|2|2|1681478715.570197|                                                                                           ,3044.9876753274007
feedback|1 2|3|2|2|1681478715.6074622|                                                                                          ,26273.412547714594
ask|3 1|DEPOSIT j 90|1|2|1681478715.5702813|                                                                                    ,2860.032027275391
feedback|2 2|2|3|2|1681478715.6075912|                                                                                          ,18097.178992786354
feedback|2 1|1|3|2|1681478715.5706959|                                                                                          ,2805.9064263912696
feedback|1 1|2|2|2|1681478715.5853088|                                                                                          ,3995.348147707146
ask|1 2|DEPOSIT a 40|2|2|1681478715.6078038|                                                                                    ,13806.277632052666
feedback|1 3|4|2|2|1681478715.6098342|                                                                                          ,13607.860289458344
ask|1 1|DEPOSIT f 55|1|2|1681478715.5853672|                                                                                    ,3769.340326193034
ask|1 3|TRANSFER f -> e 20|3|2|1681478715.610445|                                                                               ,11024.496118937122
feedback|1 2|3|2|2|1681478715.6074622|                                                                                          ,8691.310032215764
decided|2 1|1|1|2|1681478715.6138585|                                                                                           ,12995.519752130132
feedback|2 2|2|3|2|1681478715.6075912|                                                                                          ,7585.815381572069
ask|1 2|DEPOSIT a 40|2|2|1681478715.6078038|                                                                                    ,7100.340051843623
feedback|2 1|1|1|2|1681478715.6142302|                                                                                          ,10769.079333239724
feedback|1 3|4|2|2|1681478715.6098342|                                                                                          ,7025.083248279291
