data, bandwidth
ask|3 1|DEPOSIT j 90|1|3|1681478715.569445|                                                                                     ,578524.6896551724
feedback|2 1|1|3|3|1681478715.5700352|                                                                                          ,405185.59396226413
ask|2 1|DEPOSIT k 7|1|3|1681478715.5701241|                                                                                     ,192151.36435218324
feedback|2 2|2|3|3|1681478715.5705462|                                                                                          ,192980.19841840403
ask|3 1|DEPOSIT j 90|1|3|1681478715.569445|                                                                                     ,8707.09729317699
ask|2 2|DEPOSIT p 29|2|3|1681478715.5706232|                                                                                    ,3407.730565870069
feedback|3 1|1|2|3|1681478715.5710497|                                                                                          ,3289.9525814259887
feedback|2 1|1|3|3|1681478715.5700352|                                                                                          ,3237.379998190973
ask|2 1|DEPOSIT k 7|1|3|1681478715.5701241|                                                                                     ,3068.517623927618
feedback|1 1|3|3|3|1681478715.5852306|                                                                                          ,4843.525635358119
feedback|2 2|2|3|3|1681478715.5705462|                                                                                          ,2964.7126077520747
ask|1 1|DEPOSIT f 55|1|3|1681478715.5853693|                                                                                    ,4321.031759573749
ask|2 2|DEPOSIT p 29|2|3|1681478715.5706232|                                                                                    ,2796.639641610668
feedback|1 2|4|3|3|1681478715.6070752|                                                                                          ,12739.568886146837
feedback|3 1|1|2|3|1681478715.5710497|                                                                                          ,2727.0326205109973
feedback|1 1|3|3|3|1681478715.5852306|                                                                                          ,3785.739856431664
ask|1 2|DEPOSIT a 40|2|3|1681478715.607538|                                                                                     ,11142.099286070064
ask|1 1|DEPOSIT f 55|1|3|1681478715.5853693|                                                                                    ,3464.577387712958
feedback|1 3|5|3|3|1681478715.6092944|                                                                                          ,10361.102979774587
feedback|1 2|4|3|3|1681478715.6070752|                                                                                          ,7841.881803044024
ask|1 3|TRANSFER f -> e 20|3|3|1681478715.6096466|                                                                              ,8743.825928338762
feedback|1 1|2|2|3|1681478715.6101186|                                                                                          ,8164.095377128954
ask|1 2|DEPOSIT a 40|2|3|1681478715.607538|                                                                                     ,6793.254612172593
feedback|2 1|1|1|3|1681478715.6116068|                                                                                          ,8081.145661172574
feedback|1 3|5|3|3|1681478715.6092944|                                                                                          ,6796.436545010318
ask|1 3|TRANSFER f -> e 20|3|3|1681478715.6096466|                                                                              ,6575.271426821801
decided|3 1|2|1|3|1681478715.6133482|                                                                                           ,8339.483231588922
feedback|1 1|2|2|3|1681478715.6101186|                                                                                          ,6269.952023917969
feedback|3 1|2|1|3|1681478715.6136525|                                                                                          ,7260.21220603946
feedback|2 1|1|1|3|1681478715.6116068|                                                                                          ,6351.547594822895
feedback|1 2|3|2|3|1681478715.6145167|                                                                                          ,7100.9035261751715
decided|3 1|2|1|3|1681478715.6133482|                                                                                           ,6399.548371716016
feedback|2 2|3|1|3|1681478715.6183982|                                                                                          ,8602.459773430115
feedback|1 3|4|2|3|1681478715.6215458|                                                                                          ,9577.744888857173
decided|2 1|1|1|3|1681478715.625356|                                                                                            ,11353.93702019668
feedback|3 1|2|1|3|1681478715.6136525|                                                                                          ,5483.9824306931705
decided|1 1|3|3|3|1681478715.6300116|                                                                                           ,16965.426196871544
feedback|1 2|3|2|3|1681478715.6145167|                                                                                          ,5491.83608502629
decided|2 2|3|1|3|1681478715.633399|                                                                                            ,27299.446354113697
decided|1 2|4|3|3|1681478715.636941|                                                                                            ,74762.69488929119
feedback|2 2|3|1|3|1681478715.6183982|                                                                                          ,6371.06948152895
feedback|1 3|4|2|3|1681478715.6215458|                                                                                          ,7315.413917617082
decided|2 1|1|1|3|1681478715.625356|                                                                                            ,9009.564047055665
decided|1 1|3|3|3|1681478715.6300116|                                                                                           ,12720.250959579207
decided|2 2|3|1|3|1681478715.633399|                                                                                            ,17712.08181848174
decided|1 2|4|3|3|1681478715.636941|                                                                                            ,31679.407092700774
decided|1 3|5|3|3|1681478715.6415184|                                                                                           ,558658.597294485
decided|1 3|5|3|3|1681478715.6415184|                                                                                           ,1073741.824
feedback|2 3|6|3|3|1681478715.8944058|                                                                                          ,771366.2528735632
feedback|2 3|6|3|3|1681478715.8944058|                                                                                          ,825955.2492307692
ask|2 3|TRANSFER p -> e 22|3|3|1681478715.8945212|                                                                              ,106184.91139240506
ask|2 3|TRANSFER p -> e 22|3|3|1681478715.8945212|                                                                              ,134150.65267366316
feedback|2 3|4|1|3|1681478715.895646|                                                                                           ,146007.86293173782
feedback|2 3|4|1|3|1681478715.895646|                                                                                           ,172184.38486209107
decided|2 3|6|3|3|1681478715.8986583|                                                                                           ,641422.8339307049
decided|2 3|6|3|3|1681478715.8986583|                                                                                           ,1474920.087912088
